,year1840,year1841,year1842,year1843,year1844,year1845,year1846,year1847,year1848,year1849,year1850,year1851,year1852,year1853,year1854,year1855,year1856,year1857,year1858,year1859,year1860,year1861,year1862,year1863,year1864,year1865,year1866,year1867,year1868,year1869,year1870,year1871,year1872,year1873,year1874,year1875,year1876,year1877,year1878,year1879,year1880,year1881,year1882,year1883,year1884,year1885,year1886,year1887,year1888,year1889,year1890,year1891,year1892,year1893,year1894,year1895,year1896,year1897,year1898,year1899,year1900,year1901,year1902,year1903,year1904,year1905,year1906,year1907,year1908,year1909,year1910,year1911,year1912,year1913,year1914,year1915,year1916,year1917,year1918,year1919,year1920,year1921,year1922,year1923,year1924,year1925,year1926,year1927,year1928,year1929,year1930,year1931,year1932,year1933,year1934,year1935,year1936,year1937,year1938,year1939
0,0.0669056152927,0.0635309488813,0.0622784029598,0.0652122361869,0.058678576929,0.0609137055838,0.0614154939199,0.0612683874549,0.0568423946663,0.0623308114111,0.0568247962747,0.0641435420601,0.0635295661876,0.06083145172,0.0581067802162,0.057633727306,0.0613272626932,0.0659340659341,0.0707675920378,0.0710802324805,0.0637356745526,0.0663790883338,0.0609657248726,0.0572907873262,0.0604426468936,0.0651620164682,0.0640464883779,0.0683068954354,0.0629948563833,0.0589683402988,0.0656815405201,0.0639401989251,0.0697755552971,0.0706886403767,0.0714243164353,0.0630610538054,0.0698665151945,0.0714870236147,0.0716686606278,0.0658176490477,0.0677222222222,0.0665999262343,0.0692354335483,0.0660531474624,0.0661764705882,0.0574394463668,0.0663142981691,0.0638934930225,0.0604698672114,0.0610803689065,0.0616989258471,0.0587848434259,0.0580257677032,0.0596120485728,0.0592819520585,0.0601337475646,0.0592545055885,0.0592108756837,0.0644433703883,0.0540431538617,0.0588760035682,0.0544139074511,0.0552771770663,0.0593143285019,0.050747323773,0.0578222651288,0.0568353967508,0.0493444455737,0.0489676123784,0.0477813909577,0.0500533563697,0.0549847125457,0.0463777057946,0.0459437086093,0.0444219580066,0.038531928575,0.0395816723726,0.0372426555633,0.0342978790507,0.0338407923698,0.039717235606,0.0430560051797,0.0408816210451,0.0400145696743,0.03954412934,0.0390946502058,0.0357857986343,0.0353287536801,0.0317923514053,0.0294949297972,0.033588781999,0.0299770667249,0.0305418719212,0.028036861212,0.0302674931591,0.027806553623,0.0272826482357,0.0269257912165,0.0285112587073,0.0260313021029
1,0.0435682994823,0.0485056344929,0.0451672575921,0.0437910046637,0.0384259972278,0.0463806411237,0.048435578631,0.0406605606439,0.0447453433226,0.0423405289096,0.0462019790454,0.0445300014529,0.0435781321783,0.0436312923363,0.0456600065509,0.0443523821128,0.0415976821192,0.0463249325525,0.0487983489781,0.0470305297615,0.0483881777361,0.047064125676,0.0475335803613,0.0451910630874,0.0452758117065,0.0507078964516,0.044176455886,0.0464227905471,0.0500491244293,0.0451708936852,0.0423526674036,0.0420707975536,0.0500639609257,0.0484402589759,0.0475367844165,0.0411485921383,0.0479409258733,0.0465863923311,0.0496211473822,0.0415304857433,0.046,0.0444702039096,0.0465795711372,0.0454149422784,0.0437363834423,0.0427468725047,0.0393962510898,0.0418114740951,0.0392236976507,0.0421607378129,0.040060194074,0.0416350483128,0.0379734573283,0.0364295852389,0.0349349672149,0.0399662998262,0.0357773142949,0.0386596569486,0.0322753880028,0.0343315184513,0.0335018336802,0.034768627845,0.0321746927581,0.0326255549019,0.0262068269037,0.0328743458158,0.029462466698,0.0264254497408,0.0269296122754,0.0270114339662,0.0265257380964,0.0238083304095,0.0223147719677,0.0214714403974,0.0212496837845,0.0215660088045,0.0183370069878,0.0190608373814,0.0177402822676,0.0208180484226,0.019067993675,0.0182367540736,0.0190442334061,0.0187324383391,0.0154253909356,0.0135063838768,0.0163269497356,0.015908269201,0.0136691752419,0.0131630265211,0.0125550301647,0.0123402861199,0.0096332785988,0.0111700642279,0.010666219914,0.0101957363284,0.00826274489425,0.00955431301232,0.00831578378962,0.00795998494057
2,0.0214257268021,0.0244977951984,0.0228148604902,0.0196822385582,0.0210226397659,0.0239204505945,0.0222708020221,0.0230363585901,0.0220633720531,0.0221420142986,0.018408032596,0.0204126107802,0.0229704009976,0.0228449993359,0.0235178512938,0.0240038991105,0.0226959161148,0.021714812134,0.021503228813,0.0232480459617,0.0252664030561,0.0261395827968,0.0247799907365,0.0239743373291,0.0220199977531,0.0232213731414,0.0252436890777,0.0178698607964,0.0213835751026,0.0229003263297,0.0186165571005,0.020572064002,0.0217467147343,0.0240141259564,0.0207303270388,0.0208530805687,0.0175518318659,0.0211596913725,0.0203953740101,0.0216950298659,0.0215,0.0200221297223,0.0217187586131,0.0213461119582,0.0205337690632,0.0210274154911,0.0203247602441,0.0197829225258,0.017722165475,0.019604743083,0.0162420216906,0.016694490818,0.0163712099196,0.0146138884508,0.0155863699882,0.0160075825391,0.0150275415798,0.0168870479528,0.01439235272,0.0132587215164,0.0141242937853,0.0145706677385,0.0130808586951,0.012889768412,0.011916784488,0.0119404501804,0.0129028887844,0.0119930887285,0.0103496215437,0.00986048463233,0.0114843233904,0.00977394616811,0.00971772327626,0.00884726821192,0.009056412851,0.00865608151556,0.0112554518595,0.00980800370113,0.00819995269258,0.0093085106383,0.0101385917589,0.00825509873746,0.00700827789345,0.00764907898845,0.00583090379009,0.00506489395378,0.00677722441854,0.00769588347709,0.00609225413403,0.00736154446178,0.00625033969237,0.00409522769466,0.003995621237,0.00502652890254,0.00474674708215,0.0042527670247,0.00426128981967,0.00266000760002,0.00421189049085,0.00344215564998
3,0.0139386698526,0.0129838314552,0.0134885154925,0.0116196348115,0.0137840751579,0.0146721368472,0.0120918158218,0.0142242575631,0.0141590487319,0.0145068369543,0.0121507566938,0.0164172599157,0.0138478703157,0.0146765838757,0.015525712414,0.0143779700256,0.0137969094923,0.0159899980259,0.0172425271287,0.0157659162269,0.0136720058977,0.0190574298223,0.0158059286707,0.0163768360628,0.0150544882597,0.0140394526391,0.0141839540115,0.0100356102298,0.0134080795238,0.0142554531402,0.0122752923381,0.0108111447458,0.0131410629143,0.0137728075338,0.0121522606779,0.0107053247839,0.0123828457824,0.0122749590835,0.0146983421637,0.0155528006311,0.0124444444444,0.0150692871068,0.013560443195,0.0110542365498,0.0124183006536,0.0142134681927,0.013350043592,0.0128321659627,0.0108784473953,0.010487483531,0.0114161174822,0.0110790711792,0.0116245277536,0.00956736582032,0.0103192518542,0.01011005213,0.00930531044441,0.00934629069088,0.00816282691585,0.00796531558782,0.00768163346219,0.00904386273426,0.00764808270478,0.00823661549981,0.0071702686326,0.00787561607642,0.00856710024552,0.00640308974489,0.00607589722465,0.00629392636106,0.00640276436811,0.00671645531552,0.00760964574014,0.00693294701987,0.0047052871237,0.0055893554929,0.00628429395488,0.00675456858663,0.0055191989277,0.006603081438,0.00646451492884,0.00588108341427,0.00441826215022,0.00400666042252,0.00355155049033,0.00390418908937,0.00456949222159,0.00413201797428,0.00327650642502,0.00229134165367,0.00331539757596,0.0028393578683,0.00202517788725,0.00318346830494,0.00251298374937,0.00228995147484,0.00233851270592,0.00266000760002,0.00210594524542,0.0020975635992
4,0.010434090004,0.00906418422342,0.00963465392323,0.00877400995969,0.00885569074388,0.011334399555,0.00847110260965,0.0115875659173,0.0130593167915,0.0112445339071,0.00778521536671,0.00878977190179,0.00951630898471,0.0116881391951,0.00884376023583,0.0123065675643,0.00986479028698,0.010857406067,0.0113174888489,0.00982029527691,0.0107231418806,0.0119752768478,0.0115794349236,0.01108672407,0.0113470396585,0.00906344410876,0.0094976255936,0.00738102945937,0.00930474484193,0.0135684433503,0.00837745069521,0.0082164700068,0.00773345737876,0.00841671571513,0.00875677607673,0.00735991078896,0.00834990059642,0.00923544540566,0.0109383011451,0.0108756902964,0.0106666666667,0.00985299541599,0.00975690425004,0.00980178610325,0.00860566448802,0.00958211338834,0.00860941586748,0.00785970165214,0.00750766087845,0.00716732542819,0.00773182502205,0.00693074315779,0.00804029836288,0.00730694422541,0.00800816940772,0.007740508662,0.00775442537034,0.00738144548882,0.00746469040331,0.00635208711434,0.00540192288631,0.00547656132241,0.00611846616383,0.00572284323688,0.00636235104019,0.00640211371373,0.00720890142611,0.00482772639496,0.00530353740796,0.00356655827127,0.00447177193963,0.004360683675,0.00498740295131,0.00507036423841,0.00394636984569,0.00346243260622,0.00426769216339,0.0058292852186,0.00532208468028,0.00476889214967,0.00581341270579,0.00420848170929,0.00264080036565,0.00260172754709,0.00312748476014,0.00258520628891,0.00266981568003,0.00392541707556,0.00245737981877,0.00248634945398,0.00255448665688,0.00158348804194,0.00218938149973,0.00201061156102,0.00167532249958,0.00207186085819,0.00187081016474,0.00168286195103,0.00167395647713,0.00150594309686
5,0.00915969733174,0.00685938265556,0.00632033297364,0.00656074618607,0.00631449253042,0.00778805368194,0.00594343489548,0.00707743547044,0.00921025500034,0.00603873117235,0.00662107101281,0.00682841784106,0.00728489860209,0.00869969451454,0.00648542417294,0.0090776166687,0.00710540838852,0.00862012239258,0.00725650755609,0.00801656757298,0.0066349440386,0.00920679886686,0.00833719314497,0.010017446114,0.00831367262105,0.00876725312481,0.00799800049988,0.00446746519909,0.00693521354678,0.0115074139806,0.00674850194892,0.00654846481745,0.00529131294337,0.00682754561507,0.00613570024424,0.00512963479231,0.00585061062198,0.00748187982231,0.00740614140033,0.00788910176941,0.00772222222222,0.00890457874493,0.00865442919354,0.00746024831191,0.00615468409586,0.00708011711472,0.00784655623365,0.0065230176977,0.00592441266599,0.00690382081686,0.00534481863941,0.00688015379167,0.00600600600601,0.00567733795931,0.00618080189186,0.00547627823706,0.00652441307022,0.005310392438,0.00569249771763,0.0041338979633,0.00431162652394,0.00462241873084,0.00427237723509,0.00508102904209,0.00323167036962,0.00574157817184,0.00412683487437,0.00376054477081,0.00463415890016,0.00372390643029,0.0039636160374,0.00461129767931,0.00298215846573,0.00341473509934,0.00364280293448,0.00296779937676,0.00337663555785,0.00374739764053,0.00382401639991,0.00403521643434,0.0044181936564,0.00345311319737,0.00238687725357,0.00202934748673,0.00249138616486,0.00189933523267,0.0027725008985,0.00196270853778,0.00209901192853,0.00214508580343,0.00228273275722,0.00202031232937,0.00229885057471,0.0021223122033,0.00178701066622,0.00179924758737,0.00161097541963,0.00157429021226,0.00134996490091,0.00123702468671
6,0.00605336519315,0.00596113016495,0.00616617851087,0.00608647537744,0.00462036038811,0.00563243168069,0.00689984970624,0.0052733832917,0.0059797924256,0.00652460609426,0.00494761350407,0.00566613395322,0.0032814858568,0.0055120201886,0.0053062561415,0.00615328378214,0.00676048565121,0.00500098703692,0.006923640237,0.00607923040951,0.00629984585484,0.00721091939222,0.00700555812876,0.00619055658731,0.00578586675654,0.00669391623719,0.00612346913272,0.00375526060214,0.00676183320811,0.00847312074197,0.00511955320263,0.00395379007846,0.00587277590417,0.0051206592113,0.00571871090725,0.00429328129356,0.00499857994888,0.00678045358896,0.00655158662337,0.00664938577708,0.00522222222222,0.0060066389167,0.00633923157489,0.00484643868438,0.00506535947712,0.00574926803301,0.00626634699215,0.00641608298134,0.00566905005107,0.00611330698287,0.00472212132219,0.00404714928922,0.0051826019568,0.00425800346948,0.00413844996238,0.00484439997894,0.0046526552222,0.00387658647974,0.00359808818001,0.00443637830208,0.00346912478937,0.00406973823042,0.00390315944934,0.00326255549019,0.00383760856393,0.00452212794065,0.00579846419057,0.00320154487245,0.00391328973791,0.00330431133956,0.00279485746227,0.00325798205604,0.00179957838449,0.00289735099338,0.00313685808247,0.00331404263738,0.00262627210055,0.00245200092528,0.00299613656075,0.00343910491563,0.00390661333829,0.00258983489803,0.00238687725357,0.00202934748673,0.00148423005566,0.00126622348845,0.00220773219695,0.00211765921182,0.00220140275431,0.00214508580343,0.00195662807761,0.00180190018565,0.00147783251232,0.00173135995532,0.00206623108282,0.00196281554986,0.00155900847061,0.00146571847348,0.00199794805335,0.000968106276556
7,0.00549581839904,0.00408296586641,0.00539540619701,0.00434748241246,0.00377329431696,0.00542382309992,0.00478207405383,0.00451013044685,0.00632345865695,0.00513639203165,0.00531140861467,0.00443120732239,0.00465970991665,0.00438305219817,0.00458565345562,0.0054222005605,0.00572571743929,0.00407975258275,0.0053924505692,0.00561159730109,0.00542859057704,0.00579448879732,0.00538443723946,0.00489616748269,0.00415683631053,0.00515372312067,0.00524868782804,0.00304305600518,0.00450788880541,0.00566783076659,0.00465413927512,0.00401556804843,0.00441911850215,0.0035903472631,0.00375290403288,0.00418176749373,0.00391934109628,0.00350713116671,0.0052412692987,0.00450805815395,0.00472222222222,0.00468939354023,0.00496113775426,0.00462862121542,0.00381263616558,0.00495075858398,0.00452266782912,0.0038496497888,0.00418794688458,0.00432147562582,0.00326916091537,0.00344007689584,0.00416545577836,0.0034169163644,0.0036009889283,0.00452846084988,0.00385047328734,0.00334554723594,0.00429622469255,0.002722323049,0.00282485875706,0.00276340250214,0.00321746927581,0.00374391613628,0.00292870127247,0.00391240282506,0.00407459645824,0.00370972659823,0.0027804953401,0.00356655827127,0.00299811982316,0.00265650844569,0.00236516016248,0.00248344370861,0.00263091323046,0.00207745956373,0.00196970407541,0.0028683784409,0.00275959946385,0.00412692589875,0.00311598921031,0.00215819574835,0.00132040018282,0.00176917473202,0.00106016432547,0.00131898280046,0.00195101915079,0.00253086100925,0.00153586238673,0.00141380655226,0.00130441871841,0.00152888500601,0.00147783251232,0.00173135995532,0.00122856983303,0.00179924758737,0.00135114067453,0.00119428912654,0.00124196770884,0.00118324100468
8,0.0042214257268,0.00449126245305,0.00400801603206,0.00426843727769,0.00323425227168,0.0036854182602,0.00396228993032,0.00457951706911,0.00508626022407,0.00430346359409,0.00334691501746,0.00406799360744,0.00498785850233,0.00385177314384,0.00458565345562,0.00377726331181,0.00331125827815,0.00401395012173,0.00479328939485,0.00487674527357,0.00321694256417,0.00489312387329,0.00428439092172,0.00399572288818,0.00404448938322,0.00533143771104,0.00437390652337,0.00284881838783,0.00433450846674,0.00555332913494,0.00308336726977,0.00370667819855,0.00337248517269,0.00329605650383,0.00279978554834,0.00189573459716,0.00295370633343,0.00409165302782,0.00495641770637,0.00433900597318,0.00294444444444,0.00453132409505,0.00358304393363,0.0036484426051,0.00364923747277,0.00388607931861,0.00375980819529,0.0043308560124,0.00393258426966,0.0029512516469,0.00337294380157,0.00278241513634,0.00353579385837,0.00231298953898,0.00300978179082,0.00279079564004,0.00363655810471,0.00286761191652,0.00279254605016,0.00257108287961,0.00252750520369,0.00276340250214,0.00269001529617,0.00256725677916,0.00272672187437,0.00421726538286,0.00287311288722,0.00233763593861,0.00242006075897,0.00194062729466,0.00294730423294,0.001453561225,0.00262224278883,0.00222475165563,0.00232734631925,0.00212692288668,0.00220419265582,0.00217441591487,0.00268075376488,0.00320983125459,0.00325551111525,0.00232006042948,0.00162510791732,0.00176917473202,0.00174927113703,0.00137174211248,0.00128356523079,0.0011879551676,0.00107510367071,0.00117004680187,0.00217403119735,0.00218412143715,0.00114942528736,0.0012845573862,0.00117272574971,0.00136306635407,0.00119523982747,0.00114000325715,0.00113397051677,0.00118324100468
9,0.00310633213859,0.00334803201045,0.00262062586712,0.00316180539088,0.00215616818112,0.00305959251791,0.00348408252494,0.00284485151263,0.0035741288061,0.00333171375026,0.00320139697322,0.00268778149063,0.00301896698825,0.00298844468057,0.00340648542417,0.00432557572804,0.00227649006623,0.00302691320655,0.00412755475667,0.00380786959717,0.00341800147443,0.00405614215813,0.00422649374711,0.00427711182396,0.00303336703741,0.00325810082341,0.00337415646088,0.00323729362253,0.00421892157429,0.00383580466022,0.00226889289662,0.00222400691913,0.00261658332364,0.00382577987051,0.00202537677965,0.00262057429607,0.00312411246805,0.00339022679448,0.00336124878938,0.00445170742703,0.00338888888889,0.00347752779388,0.00336254892233,0.00299499019821,0.00315904139434,0.00330050572265,0.00386878814298,0.00390311714698,0.00291113381001,0.0037417654809,0.00342483524467,0.00303536196691,0.00256708321224,0.00247069337118,0.00290228958401,0.00268548259702,0.00240654580459,0.00254898837024,0.00182589549433,0.00302480338778,0.00262662305481,0.00256242777471,0.00258452450024,0.00208589613307,0.002979196122,0.00284538387277,0.00386564279371,0.00269336314666,0.00242006075897,0.00204552606735,0.00259159510138,0.00205503483535,0.00205666101085,0.00212127483444,0.00242853528965,0.00222584953257,0.00243868123622,0.00263705759889,0.00224710242056,0.00293470286134,0.00237187238396,0.00210424085465,0.00177746178457,0.00114476012072,0.00127219719056,0.00110794555239,0.00138625044925,0.00113630494293,0.00122868990938,0.00097503900156,0.00157617261808,0.00141967893415,0.0015873015873,0.00100530578051,0.00100519349975,0.00141758900823,0.00140310762355,0.00114000325715,0.000647983152438,0.000699187866401
